"level0","level1","level2","Languages spoken(1) (total responses)(2)","count"
"Male","70–74 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","70–74 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","75–79 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","75–79 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","80–84 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","80–84 Years","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","85 Years And Over","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Female","85 Years And Over","Area Outside Māori Electorate","None (eg too young to talk)(6)",NA
"Male","0–4 Years","Hauraki-Waikato","Not Elsewhere Included(8)",66
"Female","0–4 Years","Hauraki-Waikato","Not Elsewhere Included(8)",54
"Male","5–9 Years","Hauraki-Waikato","Not Elsewhere Included(8)",27
"Female","5–9 Years","Hauraki-Waikato","Not Elsewhere Included(8)",15
"Male","10–14 Years","Hauraki-Waikato","Not Elsewhere Included(8)",27
"Female","10–14 Years","Hauraki-Waikato","Not Elsewhere Included(8)",24
"Male","15–19 Years","Hauraki-Waikato","Not Elsewhere Included(8)",27
"Female","15–19 Years","Hauraki-Waikato","Not Elsewhere Included(8)",33
"Male","20–24 Years","Hauraki-Waikato","Not Elsewhere Included(8)",33
"Female","20–24 Years","Hauraki-Waikato","Not Elsewhere Included(8)",12
"Male","25–29 Years","Hauraki-Waikato","Not Elsewhere Included(8)",15
"Female","25–29 Years","Hauraki-Waikato","Not Elsewhere Included(8)",6
"Male","30–34 Years","Hauraki-Waikato","Not Elsewhere Included(8)",15
"Female","30–34 Years","Hauraki-Waikato","Not Elsewhere Included(8)",9
"Male","35–39 Years","Hauraki-Waikato","Not Elsewhere Included(8)",21
"Female","35–39 Years","Hauraki-Waikato","Not Elsewhere Included(8)",9
"Male","40–44 Years","Hauraki-Waikato","Not Elsewhere Included(8)",15
"Female","40–44 Years","Hauraki-Waikato","Not Elsewhere Included(8)",15
"Male","45–49 Years","Hauraki-Waikato","Not Elsewhere Included(8)",15
"Female","45–49 Years","Hauraki-Waikato","Not Elsewhere Included(8)",12
"Male","50–54 Years","Hauraki-Waikato","Not Elsewhere Included(8)",12
"Female","50–54 Years","Hauraki-Waikato","Not Elsewhere Included(8)",21
"Male","55–59 Years","Hauraki-Waikato","Not Elsewhere Included(8)",12
"Female","55–59 Years","Hauraki-Waikato","Not Elsewhere Included(8)",15
"Male","60–64 Years","Hauraki-Waikato","Not Elsewhere Included(8)",6
"Female","60–64 Years","Hauraki-Waikato","Not Elsewhere Included(8)",3
"Male","65–69 Years","Hauraki-Waikato","Not Elsewhere Included(8)",3
"Female","65–69 Years","Hauraki-Waikato","Not Elsewhere Included(8)",3
"Male","70–74 Years","Hauraki-Waikato","Not Elsewhere Included(8)",6
"Female","70–74 Years","Hauraki-Waikato","Not Elsewhere Included(8)",12
"Male","75–79 Years","Hauraki-Waikato","Not Elsewhere Included(8)",3
"Female","75–79 Years","Hauraki-Waikato","Not Elsewhere Included(8)",3
"Male","80–84 Years","Hauraki-Waikato","Not Elsewhere Included(8)",0
"Female","80–84 Years","Hauraki-Waikato","Not Elsewhere Included(8)",0
"Male","85 Years And Over","Hauraki-Waikato","Not Elsewhere Included(8)",0
"Female","85 Years And Over","Hauraki-Waikato","Not Elsewhere Included(8)",3
"Male","0–4 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",57
"Female","0–4 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",54
"Male","5–9 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",30
"Female","5–9 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",24
"Male","10–14 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",24
"Female","10–14 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",18
"Male","15–19 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",27
"Female","15–19 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",30
"Male","20–24 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",15
"Female","20–24 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",18
"Male","25–29 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",15
"Female","25–29 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",15
"Male","30–34 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",18
"Female","30–34 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",18
"Male","35–39 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",18
"Female","35–39 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",21
"Male","40–44 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",12
"Female","40–44 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",6
"Male","45–49 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",27
"Female","45–49 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",15
"Male","50–54 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",15
"Female","50–54 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",15
"Male","55–59 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",21
"Female","55–59 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",12
"Male","60–64 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",3
"Female","60–64 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",12
"Male","65–69 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",9
"Female","65–69 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",9
"Male","70–74 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",9
"Female","70–74 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",9
"Male","75–79 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",6
"Female","75–79 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",3
"Male","80–84 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",3
"Female","80–84 Years","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",3
"Male","85 Years And Over","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",3
"Female","85 Years And Over","Ikaroa-Rāwhiti","Not Elsewhere Included(8)",0
"Male","0–4 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",57
"Female","0–4 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",36
"Male","5–9 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",30
"Female","5–9 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",21
"Male","10–14 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",24
"Female","10–14 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",15
"Male","15–19 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",27
"Female","15–19 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",21
"Male","20–24 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",30
"Female","20–24 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",18
"Male","25–29 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",21
"Female","25–29 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",21
"Male","30–34 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",24
"Female","30–34 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",6
"Male","35–39 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",9
"Female","35–39 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",21
"Male","40–44 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",12
"Female","40–44 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",12
"Male","45–49 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",18
"Female","45–49 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",9
"Male","50–54 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",12
"Female","50–54 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",12
"Male","55–59 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",12
"Female","55–59 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",6
"Male","60–64 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",6
"Female","60–64 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",9
"Male","65–69 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",6
"Female","65–69 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",3
"Male","70–74 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",3
"Female","70–74 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",6
"Male","75–79 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",3
"Female","75–79 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",3
"Male","80–84 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",0
"Female","80–84 Years","Tāmaki Makaurau","Not Elsewhere Included(8)",3
"Male","85 Years And Over","Tāmaki Makaurau","Not Elsewhere Included(8)",0
"Female","85 Years And Over","Tāmaki Makaurau","Not Elsewhere Included(8)",3
"Male","0–4 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",72
"Female","0–4 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",69
"Male","5–9 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",30
"Female","5–9 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",33
"Male","10–14 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",36
"Female","10–14 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",18
"Male","15–19 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",30
"Female","15–19 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",33
"Male","20–24 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",30
"Female","20–24 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",12
"Male","25–29 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",18
"Female","25–29 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",12
"Male","30–34 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",12
"Female","30–34 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",15
"Male","35–39 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",18
"Female","35–39 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",12
"Male","40–44 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",27
"Female","40–44 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",9
"Male","45–49 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",24
"Female","45–49 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",21
"Male","50–54 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",18
"Female","50–54 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",15
"Male","55–59 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",15
"Female","55–59 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",18
"Male","60–64 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",9
"Female","60–64 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",6
"Male","65–69 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",9
"Female","65–69 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",12
"Male","70–74 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",6
"Female","70–74 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",12
"Male","75–79 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",3
"Female","75–79 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",3
"Male","80–84 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",3
"Female","80–84 Years","Te Tai Hauāuru","Not Elsewhere Included(8)",3
"Male","85 Years And Over","Te Tai Hauāuru","Not Elsewhere Included(8)",3
"Female","85 Years And Over","Te Tai Hauāuru","Not Elsewhere Included(8)",0
"Male","0–4 Years","Te Tai Tokerau","Not Elsewhere Included(8)",66
"Female","0–4 Years","Te Tai Tokerau","Not Elsewhere Included(8)",57
"Male","5–9 Years","Te Tai Tokerau","Not Elsewhere Included(8)",15
"Female","5–9 Years","Te Tai Tokerau","Not Elsewhere Included(8)",18
"Male","10–14 Years","Te Tai Tokerau","Not Elsewhere Included(8)",27
"Female","10–14 Years","Te Tai Tokerau","Not Elsewhere Included(8)",24
"Male","15–19 Years","Te Tai Tokerau","Not Elsewhere Included(8)",30
"Female","15–19 Years","Te Tai Tokerau","Not Elsewhere Included(8)",27
"Male","20–24 Years","Te Tai Tokerau","Not Elsewhere Included(8)",12
"Female","20–24 Years","Te Tai Tokerau","Not Elsewhere Included(8)",24
"Male","25–29 Years","Te Tai Tokerau","Not Elsewhere Included(8)",15
"Female","25–29 Years","Te Tai Tokerau","Not Elsewhere Included(8)",3
"Male","30–34 Years","Te Tai Tokerau","Not Elsewhere Included(8)",9
"Female","30–34 Years","Te Tai Tokerau","Not Elsewhere Included(8)",9
"Male","35–39 Years","Te Tai Tokerau","Not Elsewhere Included(8)",21
"Female","35–39 Years","Te Tai Tokerau","Not Elsewhere Included(8)",18
"Male","40–44 Years","Te Tai Tokerau","Not Elsewhere Included(8)",9
"Female","40–44 Years","Te Tai Tokerau","Not Elsewhere Included(8)",18
"Male","45–49 Years","Te Tai Tokerau","Not Elsewhere Included(8)",27
"Female","45–49 Years","Te Tai Tokerau","Not Elsewhere Included(8)",9
"Male","50–54 Years","Te Tai Tokerau","Not Elsewhere Included(8)",12
"Female","50–54 Years","Te Tai Tokerau","Not Elsewhere Included(8)",15
"Male","55–59 Years","Te Tai Tokerau","Not Elsewhere Included(8)",15
"Female","55–59 Years","Te Tai Tokerau","Not Elsewhere Included(8)",9
"Male","60–64 Years","Te Tai Tokerau","Not Elsewhere Included(8)",9
"Female","60–64 Years","Te Tai Tokerau","Not Elsewhere Included(8)",6
"Male","65–69 Years","Te Tai Tokerau","Not Elsewhere Included(8)",6
"Female","65–69 Years","Te Tai Tokerau","Not Elsewhere Included(8)",9
"Male","70–74 Years","Te Tai Tokerau","Not Elsewhere Included(8)",6
"Female","70–74 Years","Te Tai Tokerau","Not Elsewhere Included(8)",6
"Male","75–79 Years","Te Tai Tokerau","Not Elsewhere Included(8)",6
"Female","75–79 Years","Te Tai Tokerau","Not Elsewhere Included(8)",3
"Male","80–84 Years","Te Tai Tokerau","Not Elsewhere Included(8)",3
"Female","80–84 Years","Te Tai Tokerau","Not Elsewhere Included(8)",6
"Male","85 Years And Over","Te Tai Tokerau","Not Elsewhere Included(8)",0
"Female","85 Years And Over","Te Tai Tokerau","Not Elsewhere Included(8)",0
"Male","0–4 Years","Te Tai Tonga","Not Elsewhere Included(8)",90
"Female","0–4 Years","Te Tai Tonga","Not Elsewhere Included(8)",72
"Male","5–9 Years","Te Tai Tonga","Not Elsewhere Included(8)",27
"Female","5–9 Years","Te Tai Tonga","Not Elsewhere Included(8)",27
"Male","10–14 Years","Te Tai Tonga","Not Elsewhere Included(8)",42
"Female","10–14 Years","Te Tai Tonga","Not Elsewhere Included(8)",36
"Male","15–19 Years","Te Tai Tonga","Not Elsewhere Included(8)",66
"Female","15–19 Years","Te Tai Tonga","Not Elsewhere Included(8)",60
"Male","20–24 Years","Te Tai Tonga","Not Elsewhere Included(8)",69
"Female","20–24 Years","Te Tai Tonga","Not Elsewhere Included(8)",39
"Male","25–29 Years","Te Tai Tonga","Not Elsewhere Included(8)",45
"Female","25–29 Years","Te Tai Tonga","Not Elsewhere Included(8)",27
"Male","30–34 Years","Te Tai Tonga","Not Elsewhere Included(8)",39
"Female","30–34 Years","Te Tai Tonga","Not Elsewhere Included(8)",21
"Male","35–39 Years","Te Tai Tonga","Not Elsewhere Included(8)",30
"Female","35–39 Years","Te Tai Tonga","Not Elsewhere Included(8)",24
"Male","40–44 Years","Te Tai Tonga","Not Elsewhere Included(8)",30
"Female","40–44 Years","Te Tai Tonga","Not Elsewhere Included(8)",18
"Male","45–49 Years","Te Tai Tonga","Not Elsewhere Included(8)",33
"Female","45–49 Years","Te Tai Tonga","Not Elsewhere Included(8)",27
"Male","50–54 Years","Te Tai Tonga","Not Elsewhere Included(8)",33
"Female","50–54 Years","Te Tai Tonga","Not Elsewhere Included(8)",21
"Male","55–59 Years","Te Tai Tonga","Not Elsewhere Included(8)",18
"Female","55–59 Years","Te Tai Tonga","Not Elsewhere Included(8)",21
"Male","60–64 Years","Te Tai Tonga","Not Elsewhere Included(8)",15
"Female","60–64 Years","Te Tai Tonga","Not Elsewhere Included(8)",18
"Male","65–69 Years","Te Tai Tonga","Not Elsewhere Included(8)",3
"Female","65–69 Years","Te Tai Tonga","Not Elsewhere Included(8)",15
"Male","70–74 Years","Te Tai Tonga","Not Elsewhere Included(8)",9
"Female","70–74 Years","Te Tai Tonga","Not Elsewhere Included(8)",15
"Male","75–79 Years","Te Tai Tonga","Not Elsewhere Included(8)",6
"Female","75–79 Years","Te Tai Tonga","Not Elsewhere Included(8)",6
"Male","80–84 Years","Te Tai Tonga","Not Elsewhere Included(8)",0
"Female","80–84 Years","Te Tai Tonga","Not Elsewhere Included(8)",0
"Male","85 Years And Over","Te Tai Tonga","Not Elsewhere Included(8)",3
"Female","85 Years And Over","Te Tai Tonga","Not Elsewhere Included(8)",3
"Male","0–4 Years","Waiariki","Not Elsewhere Included(8)",69
"Female","0–4 Years","Waiariki","Not Elsewhere Included(8)",57
"Male","5–9 Years","Waiariki","Not Elsewhere Included(8)",21
"Female","5–9 Years","Waiariki","Not Elsewhere Included(8)",24
"Male","10–14 Years","Waiariki","Not Elsewhere Included(8)",21
"Female","10–14 Years","Waiariki","Not Elsewhere Included(8)",30
